city_en,city_ru,lat,lon,population,iso3,country,country_ru
Sao jose do norte,Городской Сан -хосе До Норте,-32.015,-52.0419,25443,BRA,Brazil,Бразилия
Nittedal,Nitional,60.0731,10.8722,25440,NOR,Norway,Норвегия
Pauri,Паури,30.15,78.78,25440,IND,India,Индия
Tumbao,Тумбао,7.12,124.38,25439,PHL,Philippines,Филиппины
Anage,Городской Анад,-14.6119,-41.1358,25438,BRA,Brazil,Бразилия
Tres passos,City Tres Passos,-27.4558,-53.9319,25436,BRA,Brazil,Бразилия
West chicago,Западный Чикаго,41.896,-88.2253,25434,USA,United states,Соединенные Штаты
San jose,Сан -хосе,1.6967,-78.2453,25433,COL,Colombia,Колумбия
Rocha,Роча,-34.4833,-54.35,25422,URY,Uruguay,Уругвай
Limonar,Лимонар,22.9561,-81.4086,25421,CUB,Cuba,Куба
Kiranur,Киранур,11.692,79.2899,25420,IND,India,Индия
Omigawa,Омигава,35.85,140.6167,25420,JPN,Japan,Япония
Northdale,Норддейл,28.1058,-82.5263,25420,USA,United states,Соединенные Штаты
Nyanza,Ньянза,-2.35,29.7333,25417,RWA,Rwanda,Руанда
Caloto,Калото,3.0333,-76.4167,25416,COL,Colombia,Колумбия
Longbridge,Лонгбридж,52.395,-1.979,25410,GBR,United kingdom,Великобритания
Maplewood,Мейплвуд,40.733,-74.2712,25406,USA,United states,Соединенные Штаты
Roth,Рот,49.2461,11.0911,25405,DEU,Germany,Германия
Armilla,Городская Армилла,37.15,-3.6167,25405,ESP,Spain,Испания
Castelnau-le-lez,Кастельнау-ле-лез,43.6369,3.9019,25404,FRA,France,Франция
Leandro n. alem,Леандро Н. Алем,-27.6,-55.3333,25404,ARG,Argentina,Аргентина
Rouached,Городской Раунирован,36.4583,6.0397,25399,DZA,Algeria,Алжир
Nagtipunan,Нагтипунан,16.22,121.6,25399,PHL,Philippines,Филиппины
Craibas,Крейбас,-9.6178,-36.7678,25397,BRA,Brazil,Бразилия
Karpinsk,Карпинск,59.7667,59.9833,25396,RUS,Russia,Россия
Pudsey,Пудси,53.797,-1.663,25393,GBR,United kingdom,Великобритания
Chengannur,Ченгунр,9.3157,76.6151,25391,IND,India,Индия
Miyaki,Мияки,33.325,130.4547,25386,JPN,Japan,Япония
Lamu,Ламу,-2.262,40.9197,25385,KEN,Kenya,Кения
Demba,Демба,-5.5,22.2667,25384,COD,Congo (kinshasa),Конго (киншаса)
Jilikul,Джиликул,37.4928,68.5286,25382,TJK,Tajikistan,Таджикистан
Showt,City Showt,39.2197,44.7722,25381,IRN,Iran,Иран
Aleysk,Алейск,52.5,82.7833,25380,RUS,Russia,Россия
Coracao de jesus,Коракао Де Иисус,-16.685,-44.365,25377,BRA,Brazil,Бразилия
Luzilandia,Лузиландия,-3.4578,-42.37,25375,BRA,Brazil,Бразилия
Mahwah,Махва,41.0816,-74.1856,25375,USA,United states,Соединенные Штаты
Gagarin,Гагарин,55.55,35.0167,25374,RUS,Russia,Россия
Zhongcun,Чжункун,35.3615,107.9791,25372,CHN,China,Китай
Ellwangen,Эллванген,48.9611,10.1306,25372,DEU,Germany,Германия
Cherbourg,Шербург,49.63,-1.62,25370,FRA,France,Франция
Diego martin,Диего Мартин,10.7167,-61.5667,25370,TTO,Trinidad and tobago,Тринидад И Тобаго
De pere,Де Пере,44.4308,-88.0785,25368,USA,United states,Соединенные Штаты
Nonahi,Нонахи,26.7892,85.6482,25366,IND,India,Индия
Arriaga,Арриага,16.2361,-93.8995,25366,MEX,Mexico,Мексика
Legnago,Легнаго,45.1929,11.3115,25366,ITA,Italy,Италия
Upminster,Upminster,51.5557,0.2512,25361,GBR,United kingdom,Великобритания
Louis trichardt,Луи Трихардт,-23.05,29.9,25360,ZAF,South africa,Юар
Llanelli,Лланелли,51.684,-4.163,25359,GBR,United kingdom,Великобритания
San miguel,Сан Мигель,10.0,124.32,25356,PHL,Philippines,Филиппины
Wiehl,Вил,50.95,7.5333,25356,DEU,Germany,Германия
Yanyan,Янян,24.324,116.3142,25355,CHN,China,Китай
Brandon,Брэндон,32.2778,-89.9896,25352,USA,United states,Соединенные Штаты
Ottumwa,Оттумва,41.0195,-92.4186,25352,USA,United states,Соединенные Штаты
Denison,Денисон,33.7672,-96.5808,25347,USA,United states,Соединенные Штаты
Santo tomas,Санто Томас,13.6333,-89.1333,25344,SLV,El salvador,Сальвадор
Corsicana,Городская Корсикана,32.0824,-96.4665,25344,USA,United states,Соединенные Штаты
Bethune,Бетюн,50.5303,2.6408,25342,FRA,France,Франция
Delitzsch,Делицш,51.5264,12.3425,25341,DEU,Germany,Германия
San giovanni lupatoto,Сити Сан -джованни Лупатото,45.3833,11.0333,25341,ITA,Italy,Италия
Raisio,Рейсио,60.4858,22.1692,25331,FIN,Finland,Финляндия
Busselton,Бассельтон,-33.6478,115.3458,25329,AUS,Australia,Австралия
Westhoughton,Вестхотон,53.549,-2.529,25329,GBR,United kingdom,Великобритания
Rakovski,Раковский,42.3,24.9667,25326,BGR,Bulgaria,Болгария
Salamanca,Саламанка,-31.7667,-70.9667,25326,CHL,Chile,Чили
Pinal de amoles,City Pinal De Amoles,21.1342,-99.4586,25325,MEX,Mexico,Мексика
Yamagata,Ямагата,35.5061,136.7811,25325,JPN,Japan,Япония
Moschato,Москато,37.95,23.6667,25322,GRC,Greece,Греция
Timurni,Тимрни,22.3712,77.2274,25321,IND,India,Индия
Ditzingen,Дитцинген,48.8264,9.0667,25318,DEU,Germany,Германия
Vynohradiv,Винохрадив,48.1497,23.025,25317,UKR,Ukraine,Украина
Torrelodones,Торрелодоны,40.5756,-3.9292,25316,ESP,Spain,Испания
Jevargi,Джеварги,17.0139,76.7732,25316,IND,India,Индия
Requena,Городской Требование,-5.0569,-73.8515,25313,PER,Peru,Перу
Saintes,Городские Святы,45.7464,-0.6333,25312,FRA,France,Франция
Ulongue,Улонги,-14.7167,34.3667,25309,MOZ,Mozambique,Мозамбик
Harbel,Харбель,6.2833,-10.35,25309,LBR,Liberia,Либерия
Bozkir,Бозкир,37.1886,32.2456,25307,TUR,Turkey,Турция
Ludinghausen,Людингхаузен,51.7667,7.4333,25306,DEU,Germany,Германия
Krasnoznamensk,Краснозанамсск,55.6008,37.0358,25300,RUS,Russia,Россия
Sangerhausen,Сангерхаузен,51.4667,11.3,25300,DEU,Germany,Германия
Farkhor,Фархор,37.5,69.4,25300,TJK,Tajikistan,Таджикистан
Pfungstadt,Пфунгштадт,49.8056,8.6044,25299,DEU,Germany,Германия
Lengir,Ленгир,42.1819,69.8878,25298,KAZ,Kazakhstan,Казахстан
Giv`at shemu'el,Дает Шему'ель,32.0781,34.8489,25298,ISR,Israel,Израиль
Oupeye,Оупей,50.71,5.6449,25297,BEL,Belgium,Бельгия
Kovancilar,Кованчиляр,38.7217,39.8672,25295,TUR,Turkey,Турция
Espelkamp,Espelkamp,52.3772,8.6328,25294,DEU,Germany,Германия
Caledonia,Каледония,42.7986,-87.8762,25292,USA,United states,Соединенные Штаты
Sugar hill,Сахар Хилл,34.108,-84.0558,25285,USA,United states,Соединенные Штаты
Salzkotten,Зальцкоттен,51.6708,8.6047,25283,DEU,Germany,Германия
Mercer island,Мерсер Остров,47.5661,-122.232,25282,USA,United states,Соединенные Штаты
Arzignano,Арзиньяно,45.5203,11.3397,25280,ITA,Italy,Италия
Lafayette,Лафайет,37.8919,-122.1189,25277,USA,United states,Соединенные Штаты
Belen de umbria,Белен Де Умбрия,5.2,-75.8667,25276,COL,Colombia,Колумбия
Lennestadt,City Lennestadt,51.1236,8.0681,25275,DEU,Germany,Германия
Holt,Холт,42.6416,-84.5308,25275,USA,United states,Соединенные Штаты
La union,City La Union,1.6019,-77.1317,25270,COL,Colombia,Колумбия
Babra,Бабра,21.8442,71.3042,25270,IND,India,Индия
Denizciler,City Denizceler,36.65,36.2167,25270,TUR,Turkey,Турция
Budai,Будай,23.36,120.17,25267,TWN,Taiwan,Тайвань
Tanabi,Танаби,-20.6258,-49.6489,25265,BRA,Brazil,Бразилия
Kirkby in ashfield,Киркби В Эшфилде,53.099,-1.245,25265,GBR,United kingdom,Великобритания
Seriate,Серайт,45.6847,9.7178,25264,ITA,Italy,Италия
Merkanam,Мерканам,12.1942,79.9435,25263,IND,India,Индия
Villarrobledo,Вильярроблдо,39.2667,-2.6,25262,ESP,Spain,Испания
Arbaoua,Арбауа,34.9,-5.9167,25261,MAR,Morocco,Марокко
Camillus,Камиллус,43.0539,-76.3056,25260,USA,United states,Соединенные Штаты
Mequon,Мекун,43.2352,-87.9839,25259,USA,United states,Соединенные Штаты
Wadi,Вади,17.07,76.98,25258,IND,India,Индия
Mariano comense,Мариано Коменс,45.7,9.1833,25258,ITA,Italy,Италия
Thetford,Тетфорд,52.41,0.74,25257,GBR,United kingdom,Великобритания
Choconta,City Choconta,5.1467,-73.6825,25257,COL,Colombia,Колумбия
Vsetin,Vsetin,49.3386,17.9961,25255,CZE,Czechia,Чехия
Dyatkovo,Дьятково,53.6,34.3333,25255,RUS,Russia,Россия
Vierzon,Верзон,47.2225,2.0694,25254,FRA,France,Франция
Kawlin,Кавлин,23.7903,95.6806,25254,MMR,Burma,Бирма
Albergaria-a-velha,Альбергария-а-ввелха,40.6936,-8.4806,25252,PRT,Portugal,Португалия
Acatlan,Акатлан,20.2333,-103.5333,25250,MEX,Mexico,Мексика
Topol'cany,Тополо,48.55,18.1833,25249,SVK,Slovakia,Словакия
Candido sales,Городские Продажи Candido,-15.505,-41.2389,25247,BRA,Brazil,Бразилия
Chardonnieres,City Chardonnieres,18.2742,-74.1659,25240,HTI,Haiti,Гаити
Camalaniugan,Камаланиоган,18.2756,121.6756,25236,PHL,Philippines,Филиппины
Talugtug,Talugtug,15.7789,120.8111,25236,PHL,Philippines,Филиппины
Fengruncun,Фенгрункун,34.7714,109.7123,25236,CHN,China,Китай
Chiromo,Чиромо,-16.55,35.1332,25235,MWI,Malawi,Малави
Ganshoren,Ганшорен,50.8667,4.3167,25234,BEL,Belgium,Бельгия
Ilaiyankudi,Илайянкуди,9.6271,78.6247,25233,IND,India,Индия
Mudgal,Городской Грязь,16.0119,76.442,25233,IND,India,Индия
Atlatlahucan,Атлатлахукан,18.935,-98.9,25232,MEX,Mexico,Мексика
Oulad said,Сити Улад Сказал,32.632,-8.8456,25231,MAR,Morocco,Марокко
Bacoli,Баколи,40.8,14.0833,25230,ITA,Italy,Италия
Allen,Аллен,12.5013,124.282,25228,PHL,Philippines,Филиппины
Miahuatlan,Миахуатлан,18.5667,-97.4333,25228,MEX,Mexico,Мексика
Petershagen,Петерсхаген,52.3833,8.9667,25226,DEU,Germany,Германия
Tipasa,Типаса,36.5919,2.4494,25225,DZA,Algeria,Алжир
Mananjary,Мананджари,-21.2167,48.3333,25222,MDG,Madagascar,Мадагаскар
Wumayingcun,Вмайинкун,38.0094,116.8032,25220,CHN,China,Китай
Sandona,Сандона,1.2833,-77.4667,25220,COL,Colombia,Колумбия
Dickinson,Дикинсон,46.8918,-102.7925,25216,USA,United states,Соединенные Штаты
Hazelwood,Хейзелвуд,38.7931,-90.3899,25214,USA,United states,Соединенные Штаты
Apiai,City Apiai,-24.5097,-48.8428,25211,BRA,Brazil,Бразилия
Norco,Норко,33.9252,-117.5498,25211,USA,United states,Соединенные Штаты
Norden,Норден,53.5967,7.2056,25210,DEU,Germany,Германия
Workington,Городской Работник,54.6365,-3.5549,25207,GBR,United kingdom,Великобритания
Oroshaza,Орошаза,46.5678,20.6428,25206,HUN,Hungary,Венгрия
Guene,Гин,11.7306,3.2242,25206,BEN,Benin,Бенин
Urucui,Urucui,-7.2333,-44.55,25203,BRA,Brazil,Бразилия
Maaseik,Маасек,51.1019,5.7856,25201,BEL,Belgium,Бельгия
Dinuba,Динуба,36.5453,-119.3987,25201,USA,United states,Соединенные Штаты
Walker,Городской Ходок,42.9853,-85.7446,25201,USA,United states,Соединенные Штаты
North laurel,Северный Лорел,39.1285,-76.8476,25201,USA,United states,Соединенные Штаты
Brodosqui,Бродоски,-20.9908,-47.6589,25201,BRA,Brazil,Бразилия
Saranga,Саранга,22.54,88.21,25200,IND,India,Индия
Somoniyon,Сомония,38.4422,68.7769,25200,TJK,Tajikistan,Таджикистан
Taquari,Таквари,-29.8,-51.8597,25198,BRA,Brazil,Бразилия
Nea filadelfeia,City Nea Filadelfeia,38.0367,23.7367,25198,GRC,Greece,Греция
Barstow,Барстоу,34.8661,-117.0471,25198,USA,United states,Соединенные Штаты
Albany,Олбани,-35.0228,117.8814,25196,AUS,Australia,Австралия
Uttaramerur,Уттарамерур,12.616,79.753,25194,IND,India,Индия
Saydnaya,Сайднайя,33.6947,36.3715,25194,SYR,Syria,Сирия
Kingswinford,City Kingswinford,52.498,-2.166,25191,GBR,United kingdom,Великобритания
Kola,Кола,22.43,87.87,25191,IND,India,Индия
Latehar,Лакир,23.7442,84.4998,25188,IND,India,Индия
Carteret,Картерет,40.5849,-74.2284,25187,USA,United states,Соединенные Штаты
Sarrat,Саррат,18.1578,120.6447,25186,PHL,Philippines,Филиппины
Saikaicho-kobago,Сити Сайкайхо-кобаго,32.9331,129.6431,25184,JPN,Japan,Япония
Paonta sahib,Паонта Сахиб,30.438,77.624,25183,IND,India,Индия
Piranhas,Пиранхас,-9.6239,-37.7569,25183,BRA,Brazil,Бразилия
Erlun,Эрлун,23.791,120.3954,25183,TWN,Taiwan,Тайвань
Tirora,Тирора,21.4072,79.9326,25181,IND,India,Индия
Banhatti,Банхатти,16.3853,75.1494,25175,IND,India,Индия
Malyn,Малин,50.7689,29.27,25172,UKR,Ukraine,Украина
Jutai,Ютай,-2.7469,-66.7669,25172,BRA,Brazil,Бразилия
Edgewood,Эджвуд,39.419,-76.2964,25170,USA,United states,Соединенные Штаты
Overijse,City Overijse,50.7751,4.5372,25169,BEL,Belgium,Бельгия
Aridagawa,Аридагава,34.05,135.2167,25169,JPN,Japan,Япония
Monreal,Монреал,12.644,123.6648,25164,PHL,Philippines,Филиппины
Easton,Истон,42.0362,-71.1103,25162,USA,United states,Соединенные Штаты
Pitsea,Городской Питей,51.569,0.504,25161,GBR,United kingdom,Великобритания
Fatime,Городской Жир,13.5739,-5.3815,25161,MLI,Mali,Мали
Vasudevanallur,Васудеваналлур,9.2417,77.4118,25161,IND,India,Индия
Alamo,Аламо,20.9167,-97.675,25159,MEX,Mexico,Мексика
Debila,Дебила,33.5064,6.9381,25158,DZA,Algeria,Алжир
Prachin buri,Прачин Бури,14.0567,101.3739,25157,THA,Thailand,Таиланд
Muskego,Маскего,42.886,-88.1291,25156,USA,United states,Соединенные Штаты
Bagno a ripoli,Багно Риполи,43.75,11.3167,25156,ITA,Italy,Италия
Bardsir,City Bardsir,29.9275,56.5764,25152,IRN,Iran,Иран
Gulam,Гулам,25.7965,86.7416,25149,IND,India,Индия
Rhyl,Рил,53.321,-3.48,25149,GBR,United kingdom,Великобритания
Harstad,Харстад,68.7989,16.5314,25148,NOR,Norway,Норвегия
Kasrawad,Касравад,22.1274,75.611,25146,IND,India,Индия
Rajgurunagar,Раджгурунагар,18.8667,73.9,25146,IND,India,Индия
Saky,Саки,45.1336,33.5772,25146,UKR,Ukraine,Украина
Wewak,Вейак,-3.55,143.6333,25143,PNG,Papua new guinea,Папуа Новая Гвинея
Panagar,Панагар,23.3,79.98,25143,IND,India,Индия
Aimores,Айморс,-19.4958,-41.0639,25141,BRA,Brazil,Бразилия
Candelaria,Городская Канделярия,-27.4594,-55.7453,25140,ARG,Argentina,Аргентина
Campos sales,Городские Продажи Кампос,-7.0739,-40.3758,25135,BRA,Brazil,Бразилия
Otuzco,Отуско,-7.9,-78.5833,25134,PER,Peru,Перу
Pallappatti,Паллаппатти,10.7198,77.8915,25131,IND,India,Индия
Santa maria tonameca,Санта -мария Тонамека,15.7458,-96.5472,25130,MEX,Mexico,Мексика
Sahibpur kamal,Сити Сахибпур Камаль,25.4167,86.3901,25128,IND,India,Индия
Simpsonville,Сити Симпсонвилль,34.7287,-82.2569,25125,USA,United states,Соединенные Штаты
Sohwal,Сохвал,26.75,81.9861,25123,IND,India,Индия
Rania,Городская Рания,29.53,74.83,25123,IND,India,Индия
Atuntaqui,Атунтаки,0.3317,-78.2189,25115,ECU,Ecuador,Эквадор
Waldshut-tiengen,Вальдшут-тинген,47.6231,8.2144,25114,DEU,Germany,Германия
Mombin crochu,Момбин Крочу,19.3688,-71.9824,25113,HTI,Haiti,Гаити
Dedham,Дедхам,42.2467,-71.1777,25109,USA,United states,Соединенные Штаты
Mountain house,Городской Горной Дом,37.7673,-121.5449,25108,USA,United states,Соединенные Штаты
Namrup,Намруп,27.1939,95.3193,25107,IND,India,Индия
Novi travnik,Нови Травник,44.1748,17.6634,25107,BIH,Bosnia and herzegovina,Босния И Герцеговина
Ashkhaneh,Ашханех,37.5578,56.9258,25104,IRN,Iran,Иран
Bad oldesloe,Плохой Олдзо,53.8117,10.3742,25104,DEU,Germany,Германия
University park,Городской Университетский Парк,32.8506,-96.7937,25104,USA,United states,Соединенные Штаты
Malangawa,Малангава,26.8667,85.5667,25102,NPL,Nepal,Непал
Baliqchi,Баликчи,40.9,71.8528,25100,UZB,Uzbekistan,Узбекистан
El fahs,Сити Эль -фахс,36.3667,9.9,25100,TUN,Tunisia,Тунис
Pagudpud,Пагудпуд,18.5614,120.7878,25098,PHL,Philippines,Филиппины
Muliyar,Мулияр,12.5074,75.0957,25095,IND,India,Индия
Iglesias,Сити Иглесиас,39.3103,8.5372,25093,ITA,Italy,Италия
Sahjanwa,Сахджанва,26.75,83.2167,25091,IND,India,Индия
Rajakheri,Раджакери,23.8593,78.7852,25091,IND,India,Индия
Yarmouth,Ярмут,41.6756,-70.2242,25091,USA,United states,Соединенные Штаты
Kongsberg,Сити Конгсберг,59.65,9.65,25090,NOR,Norway,Норвегия
Zawyat ech cheikh,Зоят Эх Чейх,32.6414,-5.9206,25088,MAR,Morocco,Марокко
Santo tomas,Санто Томас,-14.451,-72.082,25087,PER,Peru,Перу
Bure,Буре,10.7,37.0667,25084,ETH,Ethiopia,Эфиопия
Ninohe,Нинохе,40.2713,141.3048,25083,JPN,Japan,Япония
Avon,City Avon,41.4485,-82.0187,25082,USA,United states,Соединенные Штаты
Ibiapina,Ибиапина,-3.9233,-40.8894,25082,BRA,Brazil,Бразилия
Jafarabad,Джафарабад,20.8667,71.3667,25081,IND,India,Индия
Yapqan,Япкан,39.1917,76.1656,25081,CHN,China,Китай
Liria,Сити Лирия,39.6258,-0.5942,25077,ESP,Spain,Испания
Correggio,Корреджио,44.7717,10.7806,25074,ITA,Italy,Италия
Soccorro,Соккорро,14.6179,121.0558,25073,PHL,Philippines,Филиппины
Beersel,City Beersel,50.7667,4.3,25069,BEL,Belgium,Бельгия
Duiven,City Duiven,51.9472,6.0211,25066,NLD,Netherlands,Нидерланды
Perrysburg,Перрисбург,41.5377,-83.6413,25065,USA,United states,Соединенные Штаты
Calahorra,Калахорра,42.3,-1.9667,25064,ESP,Spain,Испания
Oegstgeest,Oegstgeest,52.1833,4.4667,25064,NLD,Netherlands,Нидерланды
Kingsville,Кингсвилл,27.5094,-97.861,25061,USA,United states,Соединенные Штаты
Shrirangapattana,Шрирангапаттана,12.414,76.704,25061,IND,India,Индия
El karimia,Эль Каримия,36.1167,1.55,25060,DZA,Algeria,Алжир
Bombinhas,Городские Бомборы,-27.1378,-48.5169,25058,BRA,Brazil,Бразилия
Steenbergen,Стинберген,51.5842,4.3194,25054,NLD,Netherlands,Нидерланды
Bellview,Bellview,30.462,-87.312,25051,USA,United states,Соединенные Штаты
Imi-n-tanout,Imi-n-tanout,31.16,-8.85,25049,MAR,Morocco,Марокко
Valls,Валлс,41.2883,1.2519,25047,ESP,Spain,Испания
Husi,Хайси,46.6742,28.0597,25045,ROU,Romania,Румыния
Lanling,Городской Ланлинг,23.0033,114.5671,25043,CHN,China,Китай
Dix hills,Дикс -хиллз,40.8033,-73.3375,25042,USA,United states,Соединенные Штаты
Nabinagar,Набинагар,24.62,84.12,25041,IND,India,Индия
Sohagpur,Сохагпур,22.7,78.2,25040,IND,India,Индия
Charentsavan,Городской Харденс,40.4097,44.6431,25039,ARM,Armenia,Армения
Camaligan,Камалиган,13.6208,123.1656,25036,PHL,Philippines,Филиппины
Wolfsberg,Вольфсберг,46.85,14.8333,25035,AUT,Austria,Австрия
San felipe,Сан Фелипе,15.0619,120.07,25033,PHL,Philippines,Филиппины
Meckenheim,Мекенхайм,50.6333,7.0167,25031,DEU,Germany,Германия
Datca,Датка,36.7283,27.6869,25029,TUR,Turkey,Турция
Newport,Ньюпорт,41.4801,-71.3203,25029,USA,United states,Соединенные Штаты
Barwa sagar,Барва Сагар,25.3799,78.739,25028,IND,India,Индия
Pangil,Пангил,14.4,121.47,25026,PHL,Philippines,Филиппины
Daventry,Давентри,52.2578,-1.1628,25026,GBR,United kingdom,Великобритания
King of prussia,Городской Король Пруссии,40.0963,-75.3821,25025,USA,United states,Соединенные Штаты
Quirino,Квирино,17.1356,121.735,25023,PHL,Philippines,Филиппины
Bousse,Бусс,12.6667,-1.8975,25022,BFA,Burkina faso,Буркина Фасо
Loma linda,Лома Линда,34.045,-117.2498,25021,USA,United states,Соединенные Штаты
Barki ballia,Барки Баллия,25.4223,86.2758,25020,IND,India,Индия
Sao joao dos patos,Городской Сан -жоао Дос Патос,-6.495,-43.7019,25020,BRA,Brazil,Бразилия
Bognor regis,Богнор Регис,50.7824,-0.6764,25020,GBR,United kingdom,Великобритания
Nepomuceno,Непомуцено,-21.2358,-45.2358,25018,BRA,Brazil,Бразилия
Simria,Сити Симрия,25.9663,85.8324,25017,IND,India,Индия
Trikodi,Трикоди,11.4667,75.6167,25015,IND,India,Индия
Hukeri,Хукери,16.23,74.6,25014,IND,India,Индия
Naubatpur,Наубатпур,25.5,84.9611,25011,IND,India,Индия
Ramshir,Рамшир,30.8936,49.4086,25009,IRN,Iran,Иран
Pathiyanikunnu,Патианикунну,8.7733,76.8801,25007,IND,India,Индия
Hastings,Гастингс,40.5961,-98.39,25005,USA,United states,Соединенные Штаты
Sonzacate,Sonzacate,13.7356,-89.7161,25005,SLV,El salvador,Сальвадор
Attili,Аттили,16.7,81.6,25004,IND,India,Индия
Hindley,Хиндли,53.5355,-2.5658,25001,GBR,United kingdom,Великобритания
Paoay,Паоай,18.0625,120.5203,25001,PHL,Philippines,Филиппины
Khed brahma,Хед Брахма,24.0283,73.0414,25001,IND,India,Индия
Vodurivandlagudem,Vodurivandlagudem,16.4286,81.133,25000,IND,India,Индия
Nijverdal,Нижвердал,52.3631,6.4617,25000,NLD,Netherlands,Нидерланды
Chanasma,Чанасма,23.72,72.12,25000,IND,India,Индия
Madha,Мадха,29.1966,76.0653,25000,IND,India,Индия
Araira,Арейра,10.4525,-66.485,25000,VEN,Venezuela,Венесуэла
Moyale,Мойейл,3.527,39.056,25000,ETH,Ethiopia,Эфиопия
Santiago de chuco,Сантьяго Де Чуко,-8.1502,-78.1783,25000,PER,Peru,Перу
Caballococha,Кабаллокоча,-3.9058,-70.5164,25000,PER,Peru,Перу
Dainyor,Дейниор,35.9194,74.3889,25000,PAK,Pakistan,Пакистан
Pinhal novo,Пинхал Ново,38.6297,-8.9136,25000,PRT,Portugal,Португалия
Baxdo,Баксдо,5.789,47.2266,25000,SOM,Somalia,Сомали
Tall shihab,Высокий Шихаб,32.6918,35.9745,25000,SYR,Syria,Сирия
Kibuku,Кибуку,1.0375,33.84,25000,UGA,Uganda,Уганда
Sho`rchi,Сити Шо'рчи,38.0111,67.7875,25000,UZB,Uzbekistan,Узбекистан
Singhana,Сингхана,27.98,75.8,25000,IND,India,Индия
Moyale,Мойейл,3.527,39.056,25000,KEN,Kenya,Кения
Ash shunah ash shamaliyah,Эш Шуна Эш Шамалия,32.61,35.6081,25000,JOR,Jordan,Иордания
Shaqlawah,Шаклавах,36.3964,44.3436,25000,IRQ,Iraq,Ирак
Khiria jhansi,Хирия Джханси,25.4639,78.5829,25000,IND,India,Индия
Parner,Городской Парнер,19.003,74.438,25000,IND,India,Индия
Ayirurpara,Айрурпара,8.503,76.9522,25000,IND,India,Индия
Norton shores,Нортон Шорс,43.1621,-86.2519,25000,USA,United states,Соединенные Штаты
Data,Городские Данные,29.267,75.995,25000,IND,India,Индия
Mahatalaky,Махаталаки,-24.7908,47.0787,25000,MDG,Madagascar,Мадагаскар
Higuerote,Игюроте,10.4833,-66.1,25000,VEN,Venezuela,Венесуэла
Fidirana,Фидирана,-19.5095,46.5655,25000,MDG,Madagascar,Мадагаскар
Kali,Кали,19.9436,77.7317,25000,IND,India,Индия
Lalru,Лалру,30.4867,76.8006,25000,IND,India,Индия
Tegalbuleud,City Tegalbuleud,-7.3578,106.622,25000,IDN,Indonesia,Индонезия
Ehden,Эхден,34.2919,35.9546,25000,LBN,Lebanon,Ливан
Vangviang,Вангвиан,18.9267,102.4494,25000,LAO,Laos,Лаос
Catembe,Кэтембе,-26.0092,32.5667,25000,MOZ,Mozambique,Мозамбик
Bidur,-бидр,4.1167,101.2833,25000,MYS,Malaysia,Малайзия
Dbarwa,Дбарва,15.1,38.8333,25000,ERI,Eritrea,Эритрея
Ampahana,Ампахана,-14.7617,50.2208,25000,MDG,Madagascar,Мадагаскар
Antsirabe avaratra,Antsirabe Avaratra,-13.9746,49.9724,25000,MDG,Madagascar,Мадагаскар
Ankazomborona,Анказоборона,-16.1163,46.7539,25000,MDG,Madagascar,Мадагаскар
Kalamner,Каламнер,20.4444,78.3256,25000,IND,India,Индия
Sojitra,Соджитра,22.55,72.7197,25000,IND,India,Индия
Malanvadi,Маланвади,16.008,73.687,25000,IND,India,Индия
Drodro,Дродро,1.7667,30.5333,25000,COD,Congo (kinshasa),Конго (киншаса)
As saqlawiyah,Как Saqlawiyah,33.3964,43.6833,25000,IRQ,Iraq,Ирак
Simaria,Симария,25.4221,86.006,24998,IND,India,Индия
Tateyama,Тейтеяма,36.6636,137.3137,24996,JPN,Japan,Япония
Nossa senhora das dores,City Nossa Senhora Das Dores,-10.4919,-37.1928,24996,BRA,Brazil,Бразилия
Mohale's hoek,Мохале,-30.15,27.4667,24992,LSO,Lesotho,Лесото
Sultepec,City Sultepec,18.8667,-99.95,24986,MEX,Mexico,Мексика
Ponta de pedras,City Ponta De Pedras,-1.39,-48.8708,24984,BRA,Brazil,Бразилия
Kabanga,Кабанга,-2.9022,30.4986,24979,TZA,Tanzania,Танзания
Barberton,Барбертон,41.0095,-81.6037,24977,USA,United states,Соединенные Штаты
Sidhauli,Сидхаули,27.28,80.83,24976,IND,India,Индия
Tsaratanana,Царатанана,-16.7978,47.6509,24971,MDG,Madagascar,Мадагаскар
Tapa,Городская Тапа,30.2979,75.3694,24970,IND,India,Индия
Schmallenberg,Шмалленберг,51.149,8.2845,24970,DEU,Germany,Германия
Sumperk,Сити Самперк,49.9653,16.9706,24969,CZE,Czechia,Чехия
Yingshui,Йисхуй,37.5061,105.1301,24969,CHN,China,Китай
Paduvari,Падувари,13.8833,74.6333,24968,IND,India,Индия
Illiltene,Иллилтен,36.5161,4.3944,24965,DZA,Algeria,Алжир
Olpe,Ольп,51.0167,7.8333,24961,DEU,Germany,Германия
Gajwel,Гаджвель,17.8517,78.6828,24961,IND,India,Индия
Baindur,Бейндур,13.866,74.6333,24957,IND,India,Индия
Syke,Сик -сик -сик,52.9131,8.8269,24956,DEU,Germany,Германия
Sprockhovel,Спрокховел,51.3667,7.25,24956,DEU,Germany,Германия
Springfield,Спрингфилд,39.9281,-75.3362,24952,USA,United states,Соединенные Штаты
Romulus,Ромул,42.2237,-83.366,24951,USA,United states,Соединенные Штаты
La esperanza,City La Esperanza,14.8667,-91.5667,24948,GTM,Guatemala,Гватемала
